shapeid,fromstop,tostop,fft,length
51ae,917,931,3,0.1
51ae,931,937,3,0.1
51ae,937,948,3,0.1
51ae,948,966,3,0.1
51ae,966,981,3,0.11
51ae,981,1005,3,0.1
51ae,1005,1021,3,0.1
51ae,1021,1025,3,0.1
51ae,1025,1042,3,0.12
51ae,1042,1043,3,0.18
51ae,1043,1044,3,0.1
51ae,1044,1045,3,0.11
51ae,1045,1046,3,0.07
51ae,1046,1047,3,0.09
51ae,1047,1050,3,0.07
51ae,1050,1049,5,0.19
51ae,1049,1048,5,0.19
51be,1048,1046,5,0.16
51be,1046,1045,3,0.07
51be,1045,1044,3,0.11
51be,1044,1043,3,0.1
51be,1043,1042,3,0.18
51be,1042,1025,3,0.12
51be,1025,1021,3,0.1
51be,1021,1005,3,0.1
51be,1005,981,3,0.1
51be,981,966,3,0.11
51be,966,948,3,0.1
51be,948,937,3,0.1
51be,937,931,3,0.1
51be,931,917,3,0.1
51be,917,901,3,0.1
51be,901,898,1,0.27
51be,898,899,1,0.17
51be,899,887,1,0.21
51be,887,598,1,0.15
51be,598,599,1,0.35
51be,599,600,1,0.36
51be,600,601,1,0.42
51be,601,602,1,0.58
51be,602,603,1,0.16
51be,603,604,1,0.46
51be,604,605,1,0.24
51be,605,606,1,0.14
51be,606,607,1,0.37
51be,607,608,3,0.22
51be,608,609,3,0.49
51be,609,610,3,0.54
51be,610,611,3,0.86
51be,611,612,3,0.54
51be,612,613,3,1.67
51be,613,614,3,0.11
51be,614,615,3,0.47
51be,615,616,3,0.33
51be,616,617,3,0.44
52a,877,854,5,0.69
52a,854,852,3,0.24
52a,852,849,3,0.87
52a,849,830,3,0.77
52a,830,825,3,0.52
52a,825,814,3,0.44
52a,814,810,3,0.26
52a,810,785,3,0.27
52a,785,776,3,0.46
52a,776,777,3,0.35
52a,777,778,3,0.24
52a,778,738,3,0.33
52a,738,913,3,0.26
52a,913,912,3,0.2
52a,912,911,3,0.12
52a,911,910,3,0.09
52a,910,909,3,0.17
52a,909,908,3,0.14
52a,908,906,3,0.19
52a,906,915,3,0.11
52a,915,932,3,0.29
52a,932,931,3,0.26
52a,931,930,3,0.1
52a,930,938,3,0.1
52a,938,947,3,0.1
52a,947,967,3,0.1
52a,967,980,3,0.1
52a,980,1006,3,0.1
52a,1006,1005,3,0.19
52b,1005,1004,3,0.15
52b,1004,1002,3,0.13
52b,1002,984,3,0.08
52b,984,963,3,0.17
52b,963,953,3,0.17
52b,953,952,3,0.16
52b,952,933,3,0.08
52b,933,909,3,0.07
52b,909,910,3,0.17
52b,910,911,3,0.09
52b,911,912,3,0.12
52b,912,913,3,0.2
52b,913,738,3,0.26
52b,738,778,3,0.33
52b,778,777,3,0.24
52b,777,776,3,0.35
52b,776,785,3,0.46
52b,785,810,3,0.27
52b,810,814,3,0.26
52b,814,825,3,0.44
52b,825,830,3,0.52
52b,830,849,3,0.77
52b,849,852,3,0.87
52b,852,854,3,0.24
52b,854,877,5,0.69
53a,739,733,3,0.47
53a,733,879,3,0.12
53a,879,880,3,0.1
53a,880,881,3,0.16
53a,881,882,3,0.1
53a,882,883,3,0.22
53a,883,697,3,0.39
53a,697,696,3,0.39
53a,696,693,3,0.36
53a,693,598,3,0.18
53a,598,597,3,0.25
53a,597,596,3,0.1
53a,596,888,3,0.27
53a,888,889,3,0.09
53a,889,893,3,0.31
53a,893,923,3,0.16
53a,923,925,3,0.17
53a,925,941,3,0.1
53a,941,944,3,0.11
53a,944,970,3,0.09
53a,970,975,3,0.1
53a,975,1011,3,0.1
53a,1011,1015,3,0.1
53a,1015,1032,3,0.06
53a,1032,1031,3,0.05
53a,1031,1036,3,0.11
53a,1036,1037,3,0.18
53a,1037,1038,3,0.17
53a,1038,1039,3,0.17
53a,1039,1040,3,0.07
53a,1040,1041,3,0.07
53a,1041,1042,3,0.12
53a,1042,1043,3,0.18
53a,1043,1044,3,0.1
53a,1044,1045,3,0.11
53a,1045,1046,3,0.07
53a,1046,1047,3,0.09
53a,1047,1050,3,0.07
53a,1050,1049,5,0.19
53a,1049,1048,5,0.19
53b,1048,1046,5,0.16
53b,1046,1045,3,0.07
53b,1045,1044,3,0.11
53b,1044,1043,3,0.1
53b,1043,1042,3,0.18
53b,1042,1041,3,0.12
53b,1041,1040,3,0.07
53b,1040,1039,3,0.07
53b,1039,1038,3,0.17
53b,1038,1037,3,0.17
53b,1037,1036,3,0.18
53b,1036,1031,3,0.11
53b,1031,1032,3,0.05
53b,1032,1015,3,0.06
53b,1015,1011,3,0.1
53b,1011,975,3,0.1
53b,975,970,3,0.1
53b,970,944,3,0.09
53b,944,941,3,0.11
53b,941,925,3,0.1
53b,925,923,3,0.17
53b,923,893,3,0.16
53b,893,889,3,0.31
53b,889,888,3,0.09
53b,888,596,3,0.27
53b,596,887,3,0.23
53b,887,694,3,0.14
53b,694,886,3,0.38
53b,886,885,3,0.4
53b,885,884,3,0.38
53b,884,881,3,0.13
53b,881,880,3,0.16
53b,880,879,3,0.1
53b,879,733,3,0.12
53b,733,739,3,0.47
54a,379,368,5,0.81
54a,368,367,2,0.72
54a,367,365,2,0.19
54a,365,364,2,0.8
54a,364,363,2,1.03
54a,363,362,2,0.62
54a,362,331,2,0.51
54a,331,330,2,0.53
54a,330,328,2,0.34
54a,328,327,2,0.41
54a,327,308,2,0.52
54a,308,305,2,0.26
54a,305,304,2,0.3
54a,304,412,2,0.38
54a,412,411,2,0.05
54a,411,410,2,0.1
54a,410,1034,2,0.18
54a,1034,1035,2,0.09
54a,1035,1036,2,0.22
54a,1036,1037,2,0.18
54a,1037,1038,2,0.17
54a,1038,1039,2,0.17
54a,1039,1026,2,0.12
54a,1026,1020,2,0.1
54a,1020,1019,2,0.05
54a,1019,1006,2,0.05
54a,1006,980,2,0.1
54a,980,967,2,0.1
54a,967,947,2,0.1
54a,947,938,2,0.1
54a,938,930,2,0.1
54a,930,918,2,0.09
54a,918,917,2,0.08
54b,917,931,2,0.1
54b,931,937,2,0.1
54b,937,948,2,0.1
54b,948,966,2,0.1
54b,966,981,2,0.11
54b,981,1005,2,0.1
54b,1005,1021,2,0.1
54b,1021,1025,2,0.1
54b,1025,1042,2,0.12
54b,1042,1041,2,0.12
54b,1041,1040,2,0.07
54b,1040,1039,2,0.07
54b,1039,1038,2,0.17
54b,1038,1037,2,0.17
54b,1037,1036,2,0.18
54b,1036,1035,2,0.22
54b,1035,1034,2,0.09
54b,1034,410,2,0.15
54b,410,411,2,0.1
54b,411,412,2,0.05
54b,412,304,2,0.38
54b,304,305,2,0.3
54b,305,308,2,0.26
54b,308,327,2,0.52
54b,327,328,2,0.41
54b,328,330,2,0.34
54b,330,331,2,0.53
54b,331,362,2,0.51
54b,362,363,2,0.62
54b,363,364,2,1.03
54b,364,365,2,0.8
54b,365,367,2,0.19
54b,367,368,2,0.72
54b,368,379,5,0.81
55a,370,369,2,0.52
55a,369,368,2,0.47
55a,368,367,2,0.72
55a,367,365,2,0.19
55a,365,364,2,0.8
55a,364,363,2,1.03
55a,363,362,2,0.62
55a,362,331,2,0.51
55a,331,330,2,0.53
55a,330,328,2,0.34
55a,328,327,2,0.41
55a,327,308,2,0.52
55a,308,305,2,0.26
55a,305,304,2,0.3
55a,304,412,2,0.38
55a,412,411,2,0.05
55a,411,410,2,0.1
55a,410,1034,2,0.18
55a,1034,1035,2,0.09
55a,1035,1036,2,0.22
55a,1036,1037,2,0.18
55a,1037,1038,2,0.17
55a,1038,1039,2,0.17
55a,1039,1026,2,0.12
55a,1026,1020,2,0.1
55a,1020,1019,2,0.05
55a,1019,1006,2,0.05
55a,1006,980,2,0.1
55a,980,967,2,0.1
55a,967,947,2,0.1
55a,947,938,2,0.1
55a,938,930,2,0.1
55a,930,918,2,0.09
55a,918,917,2,0.08
55b,917,931,2,0.1
55b,931,937,2,0.1
55b,937,948,2,0.1
55b,948,966,2,0.1
55b,966,981,2,0.11
55b,981,1005,2,0.1
55b,1005,1021,2,0.1
55b,1021,1025,2,0.1
55b,1025,1042,2,0.12
55b,1042,1041,2,0.12
55b,1041,1040,2,0.07
55b,1040,1039,2,0.07
55b,1039,1038,2,0.17
55b,1038,1037,2,0.17
55b,1037,1036,2,0.18
55b,1036,1035,2,0.22
55b,1035,1034,2,0.09
55b,1034,410,2,0.15
55b,410,411,2,0.1
55b,411,412,2,0.05
55b,412,304,2,0.38
55b,304,305,2,0.3
55b,305,308,2,0.26
55b,308,327,2,0.52
55b,327,328,2,0.41
55b,328,330,2,0.34
55b,330,331,2,0.53
55b,331,362,2,0.51
55b,362,363,2,0.62
55b,363,364,2,1.03
55b,364,365,2,0.8
55b,365,367,2,0.19
55b,367,368,2,0.72
55b,368,369,2,0.47
55b,369,370,2,0.52
56ae,474,473,5,0.44
56ae,473,475,5,0.22
56ae,475,472,2,0.52
56ae,472,471,2,0.67
56ae,471,467,2,0.22
56ae,467,463,2,0.16
56ae,463,460,2,0.19
56ae,460,469,2,1.09
56ae,469,462,2,0.64
56ae,462,457,2,0.72
56ae,457,456,2,0.87
56ae,456,455,2,0.87
56ae,455,434,2,0.18
56ae,434,454,2,0.13
56ae,454,452,1,0.75
56ae,452,451,1,1.04
56ae,451,445,1,0.72
56ae,445,444,1,0.22
56ae,444,443,1,0.33
56ae,443,442,1,0.22
56ae,442,441,1,0.45
56ae,441,440,1,0.52
56ae,440,438,1,0.24
56ae,438,437,1,0.71
56ae,437,436,1,0.46
56ae,436,423,1,0.7
56ae,423,415,1,0.73
56ae,415,414,1,0.23
56ae,414,973,1,0.35
56ae,973,1012,1,0.2
56ae,1012,1011,1,0.17
56ae,1011,1010,1,0.12
56ae,1010,1009,1,0.06
56ae,1009,1008,1,0.17
56ae,1008,978,1,0.1
56ae,978,968,1,0.09
56ae,968,967,1,0.17
56ae,967,966,1,0.16
56ae,966,965,1,0.2
56ae,965,949,1,0.1
56be,949,948,1,0.21
56be,948,947,1,0.14
56be,947,946,1,0.17
56be,946,945,1,0.17
56be,945,969,1,0.1
56be,969,977,1,0.11
56be,977,976,1,0.12
56be,976,975,1,0.06
56be,975,974,1,0.22
56be,974,973,1,0.08
56be,973,414,1,0.35
56be,414,415,1,0.23
56be,415,423,6,0.73
56be,423,9436,6,0.77
56be,9436,9437,6,0.37
56be,9437,9438,6,0.83
56be,9438,440,6,0.28
56be,440,441,1,0.52
56be,441,442,1,0.45
56be,442,443,1,0.22
56be,443,444,1,0.33
56be,444,445,1,0.22
56be,445,451,1,0.72
56be,451,452,1,1.04
56be,452,454,1,0.75
56be,454,434,2,0.13
56be,434,455,1,0.18
56be,455,456,2,0.87
56be,456,457,2,0.87
56be,457,462,2,0.72
56be,462,469,2,0.64
56be,469,460,2,1.09
56be,460,463,2,0.19
56be,463,467,2,0.16
56be,467,471,2,0.22
56be,471,472,2,0.67
56be,472,475,2,0.52
56be,475,473,5,0.22
56be,473,474,5,0.44
57a,259,260,1,0.91
57a,260,261,1,0.63
57a,261,279,1,0.18
57a,279,278,1,0.26
57a,278,283,1,0.63
57a,283,284,1,0.35
57a,284,285,1,0.86
57a,285,286,5,0.56
57a,286,57a_285,5,0.56
57a,57a_285,57a_284,1,0.86
57a,57a_284,57a_283_1,1,0.35
57a,57a_283_1,282,1,1.59
57a,282,281,5,0.43
57a,281,57a_282,5,0.43
57a,57a_282,57a_283_2,1,1.59
57a,57a_283_2,57a_278,1,0.63
57a,57a_278,57a_279,1,0.26
57a,57a_279,57a_261,1,0.18
57a,57a_261,57a_260,1,0.63
57a,57a_260,57a_259,1,0.91
58a,239,245,5,0.8
58a,245,244,3,0.91
58a,244,241,3,0.85
58a,241,219,3,0.43
58a,219,221,3,0.27
58a,221,202,3,0.53
58a,202,203,3,0.08
58a,203,167,3,0.59
58a,167,166,3,0.23
58a,166,165,3,0.2
58a,165,1055,3,0.37
58a,1055,1059,3,0.53
58a,1059,1052,3,0.19
58a,1052,994,3,0.12
58a,994,991,3,0.1
58a,991,990,3,0.13
58a,990,989,3,0.19
58a,989,988,3,0.16
58a,988,987,3,0.12
58a,987,986,3,0.1
58a,986,985,3,0.09
58a,985,984,3,0.09
58a,984,983,3,0.1
58a,983,982,3,0.06
58a,982,981,3,0.17
58a,981,980,3,0.18
58a,980,979,3,0.09
58a,979,978,3,0.07
58a,978,977,3,0.17
58a,977,976,3,0.12
58a,976,975,3,0.06
58a,975,970,3,0.1
58a,970,944,3,0.09
58a,944,941,3,0.11
58b,941,944,3,0.11
58b,944,970,3,0.09
58b,970,975,3,0.1
58b,975,1011,3,0.1
58b,1011,1010,3,0.12
58b,1010,1009,3,0.06
58b,1009,1008,3,0.17
58b,1008,1007,3,0.07
58b,1007,1006,3,0.1
58b,1006,1005,3,0.19
58b,1005,1004,3,0.15
58b,1004,1002,3,0.13
58b,1002,1001,3,0.17
58b,1001,1000,3,0.05
58b,1000,999,3,0.04
58b,999,998,3,0.12
58b,998,997,3,0.15
58b,997,996,3,0.09
58b,996,995,3,0.11
58b,995,994,3,0.12
58b,994,1052,3,0.12
58b,1052,1059,3,0.19
58b,1059,1055,3,0.53
58b,1055,165,3,0.37
58b,165,166,3,0.2
58b,166,167,3,0.23
58b,167,168,3,0.14
58b,168,202,3,0.6
58b,202,221,3,0.53
58b,221,219,3,0.27
58b,219,241,3,0.43
58b,241,244,3,0.85
58b,244,245,3,0.91
58b,245,239,5,0.8
59ae,264,262,5,0.91
59ae,262,261,2,1.63
59ae,261,254,1,0.42
59ae,254,253,1,0.32
59ae,253,250,1,1.21
59ae,250,248,1,0.48
59ae,248,247,1,0.73
59ae,247,246,1,0.26
59ae,246,243,1,0.88
59ae,243,242,1,0.64
59ae,242,222,1,0.93
59ae,222,204,1,0.6
59ae,204,205,1,0.26
59ae,205,1056,1,0.11
59ae,1056,1057,1,0.25
59ae,1057,1058,1,0.64
59ae,1058,1053,1,0.67
59ae,1053,1052,2,0.24
59ae,1052,1051,2,0.12
59ae,1051,1050,2,0.11
59ae,1050,1047,2,0.07
59ae,1047,1046,2,0.09
59ae,1046,1045,2,0.07
59ae,1045,1044,2,0.11
59ae,1044,1043,2,0.1
59ae,1043,1042,2,0.18
59ae,1042,1041,2,0.12
59ae,1041,1040,2,0.07
59ae,1040,1039,2,0.07
59ae,1039,1038,2,0.17
59ae,1038,1028,2,0.12
59ae,1028,1018,2,0.1
59ae,1018,1017,2,0.05
59ae,1017,1008,2,0.05
59ae,1008,978,2,0.1
59ae,978,968,2,0.09
59ae,968,946,2,0.1
59ae,946,939,2,0.1
59be,939,938,2,0.17
59be,938,947,2,0.1
59be,947,967,2,0.1
59be,967,980,2,0.1
59be,980,1006,2,0.1
59be,1006,1019,2,0.05
59be,1019,1020,2,0.05
59be,1020,1026,2,0.1
59be,1026,1039,2,0.12
59be,1039,1040,2,0.07
59be,1040,1041,2,0.07
59be,1041,1042,2,0.12
59be,1042,1043,2,0.18
59be,1043,1044,2,0.1
59be,1044,1045,2,0.11
59be,1045,1046,2,0.07
59be,1046,1047,2,0.09
59be,1047,1050,2,0.07
59be,1050,1051,2,0.11
59be,1051,1052,2,0.12
59be,1052,1053,2,0.24
59be,1053,1058,1,0.67
59be,1058,1057,1,0.64
59be,1057,1056,1,0.25
59be,1056,205,1,0.11
59be,205,204,1,0.26
59be,204,222,1,0.6
59be,222,242,1,0.93
59be,242,243,1,0.64
59be,243,246,1,0.88
59be,246,247,1,0.26
59be,247,248,1,0.73
59be,248,250,1,0.48
59be,250,253,1,1.21
59be,253,254,1,0.32
59be,254,261,1,0.42
59be,261,262,2,1.63
59be,262,264,5,0.91
5a,932,931,2,0.26
5a,931,937,2,0.1
5a,937,948,2,0.1
5a,948,966,2,0.1
5a,966,981,2,0.11
5a,981,1005,2,0.1
5a,1005,1021,2,0.1
5a,1021,1025,2,0.1
5a,1025,1042,2,0.12
5a,1042,1060,2,0.24
5a,1060,1061,2,0.09
5a,1061,1062,2,0.04
5a,1062,1063,2,0.3
5a,1063,1064,2,0.29
5a,1064,299,2,0.29
5a,299,298,2,0.33
5a,298,340,5,0.32
5a,340,300,5,0.53
5b,300,340,5,0.53
5b,340,298,5,0.32
5b,298,299,2,0.33
5b,299,1064,2,0.29
5b,1064,1063,2,0.29
5b,1063,1061,2,0.31
5b,1061,1060,2,0.09
5b,1060,1042,2,0.24
5b,1042,1025,2,0.12
5b,1025,1023,2,0.08
5b,1023,1022,2,0.07
5b,1022,1004,2,0.11
5b,1004,1003,2,0.05
5b,1003,982,2,0.04
5b,982,965,2,0.1
5b,965,949,2,0.1
5b,949,936,2,0.1
5b,936,932,2,0.1
60a,264,262,5,0.91
60a,262,261,2,1.63
60a,261,254,2,0.42
60a,254,253,2,0.32
60a,253,250,2,1.21
60a,250,248,2,0.48
60a,248,247,2,0.73
60a,247,246,2,0.26
60a,246,243,2,0.88
60a,243,242,2,0.64
60a,242,222,2,0.93
60a,222,204,2,0.6
60a,204,205,2,0.26
60a,205,1056,2,0.11
60a,1056,1057,2,0.25
60a,1057,1058,2,0.64
60a,1058,1053,2,0.67
60a,1053,1052,2,0.24
60a,1052,1051,2,0.12
60a,1051,1050,2,0.11
60a,1050,1047,2,0.07
60a,1047,1046,2,0.09
60a,1046,1045,2,0.07
60a,1045,1044,2,0.11
60a,1044,1043,2,0.1
60a,1043,1042,2,0.18
60a,1042,1041,2,0.12
60a,1041,1040,2,0.07
60a,1040,1039,2,0.07
60a,1039,1038,2,0.17
60a,1038,1028,2,0.12
60a,1028,1018,2,0.1
60a,1018,1017,2,0.05
60a,1017,1008,2,0.05
60a,1008,978,2,0.1
60a,978,968,2,0.09
60a,968,946,2,0.1
60a,946,939,2,0.1
60b,939,938,2,0.17
60b,938,947,2,0.1
60b,947,967,2,0.1
60b,967,980,2,0.1
60b,980,1006,2,0.1
60b,1006,1019,2,0.05
60b,1019,1020,2,0.05
60b,1020,1026,2,0.1
60b,1026,1039,2,0.12
60b,1039,1040,2,0.07
60b,1040,1041,2,0.07
60b,1041,1042,2,0.12
60b,1042,1043,2,0.18
60b,1043,1044,2,0.1
60b,1044,1045,2,0.11
60b,1045,1046,2,0.07
60b,1046,1047,2,0.09
60b,1047,1050,2,0.07
60b,1050,1051,2,0.11
60b,1051,1052,2,0.12
60b,1052,1053,2,0.24
60b,1053,1058,2,0.67
60b,1058,1057,2,0.64
60b,1057,1056,2,0.25
60b,1056,205,2,0.11
60b,205,204,2,0.26
60b,204,222,2,0.6
60b,222,242,2,0.93
60b,242,243,2,0.64
60b,243,246,2,0.88
60b,246,247,2,0.26
60b,247,248,2,0.73
60b,248,250,2,0.48
60b,250,253,2,1.21
60b,253,254,2,0.32
60b,254,261,2,0.42
60b,261,262,2,1.63
60b,262,264,5,0.91
61a,194,195,2,0.7
61a,195,196,2,0.41
61a,196,197,2,0.42
61a,197,198,2,0.25
61a,198,199,2,0.55
61a,199,200,2,0.15
61a,200,170,2,0.79
61a,170,169,2,0.23
61a,169,812,2,0.71
61a,812,811,2,0.49
61a,811,784,2,0.29
61a,784,781,2,0.47
61a,781,782,2,0.35
61a,782,783,2,0.12
61a,783,1054,2,0.07
61a,1054,1053,2,0.18
61a,1053,1052,2,0.24
61a,1052,1051,2,0.12
61a,1051,1050,2,0.11
61a,1050,1047,2,0.07
61a,1047,1046,2,0.09
61a,1046,1045,2,0.07
61a,1045,1044,2,0.11
61a,1044,1043,2,0.1
61a,1043,1042,2,0.18
61a,1042,1025,2,0.12
61a,1025,1021,2,0.1
61a,1021,1005,2,0.1
61a,1005,981,2,0.1
61a,981,966,2,0.11
61a,966,948,2,0.1
61a,948,937,2,0.1
61a,937,931,2,0.1
61a,931,917,2,0.1
61a,917,916,2,0.27
61b,916,932,2,0.1
61b,932,931,2,0.26
61b,931,937,2,0.1
61b,937,948,2,0.1
61b,948,966,2,0.1
61b,966,981,2,0.11
61b,981,1005,2,0.1
61b,1005,1021,2,0.1
61b,1021,1025,2,0.1
61b,1025,1042,2,0.12
61b,1042,1043,2,0.18
61b,1043,1044,2,0.1
61b,1044,1045,2,0.11
61b,1045,1046,2,0.07
61b,1046,1047,2,0.09
61b,1047,1050,2,0.07
61b,1050,1051,2,0.11
61b,1051,1052,2,0.12
61b,1052,1053,2,0.24
61b,1053,1054,2,0.18
61b,1054,783,2,0.07
61b,783,782,2,0.12
61b,782,781,2,0.35
61b,781,784,2,0.47
61b,784,811,2,0.29
61b,811,812,2,0.49
61b,812,169,2,0.71
61b,169,170,2,0.23
61b,170,200,2,0.79
61b,200,199,2,0.15
61b,199,198,2,0.55
61b,198,197,2,0.25
61b,197,196,2,0.42
61b,196,195,2,0.41
61b,195,194,2,0.7
62a,458,457,2,1.39
62a,457,480,2,0.78
62a,480,479,2,0.42
62a,479,483,2,0.75
62a,483,484,2,0.54
62a,484,485,2,0.57
62a,485,486,2,0.96
62a,486,492,2,0.36
62a,492,493,2,0.97
62a,493,1067,2,0.26
62a,1067,494,2,0.66
62a,494,496,2,0.52
62a,496,529,5,0.53
62a,529,524,5,0.77
62a,524,525,2,0.77
62a,525,526,2,0.83
62a,526,527,2,0.43
62a,527,519,2,0.22
62a,519,518,2,0.38
62a,518,517,2,0.75
62a,517,516,2,0.25
62a,516,608,2,0.24
62a,608,607,2,0.22
62a,607,606,2,0.37
62b,606,607,2,0.37
62b,607,608,2,0.22
62b,608,516,2,0.24
62b,516,517,2,0.22
62b,517,518,2,0.75
62b,518,519,2,0.38
62b,519,527,2,0.22
62b,527,526,2,0.43
62b,526,525,2,0.83
62b,525,524,2,0.77
62b,524,529,5,0.77
62b,529,496,5,0.53
62b,496,494,2,0.52
62b,494,1067,2,0.66
62b,1067,493,2,0.26
62b,493,492,2,0.97
62b,492,486,2,0.36
62b,486,485,2,0.96
62b,485,484,2,0.57
62b,484,483,2,0.54
62b,483,479,2,0.75
62b,479,480,2,0.42
62b,480,457,2,0.78
62b,457,458,2,1.39
63a,624,623,5,0.89
63a,623,622,5,0.78
63a,622,628,1,0.69
63b,628,622,1,0.69
63b,622,623,5,0.78
63b,623,624,5,0.89
64a,841,842,5,0.32
64a,842,858,5,0.92
64a,858,843,5,1.17
64a,843,845,5,0.51
64a,845,836,3,0.77
64a,836,822,3,0.32
64a,822,820,3,0.21
64a,820,819,3,0.44
64a,819,806,3,0.37
64a,806,790,3,0.18
64a,790,765,3,0.41
64a,765,766,3,0.21
64a,766,767,3,0.28
64a,767,768,3,0.22
64a,768,743,3,0.38
64a,743,736,3,0.51
64a,736,735,3,0.44
64a,735,734,3,0.5
64a,734,733,3,0.29
64a,733,912,3,0.5
64a,912,958,3,0.17
64a,958,959,3,0.16
64a,959,960,3,0.16
64a,960,988,3,0.16
64a,988,998,3,0.09
64a,998,997,3,0.15
64a,997,1047,3,0.09
64b,1047,1046,3,0.09
64b,1046,1045,3,0.07
64b,1045,998,3,0.1
64b,998,988,3,0.09
64b,988,960,3,0.16
64b,960,959,3,0.16
64b,959,958,3,0.16
64b,958,912,3,0.17
64b,912,733,3,0.5
64b,733,734,3,0.29
64b,734,735,3,0.5
64b,735,736,3,0.44
64b,736,743,3,0.51
64b,743,768,3,0.38
64b,768,767,3,0.22
64b,767,766,3,0.28
64b,766,765,3,0.21
64b,765,790,3,0.41
64b,790,806,3,0.18
64b,806,819,3,0.37
64b,819,820,3,0.44
64b,820,822,3,0.21
64b,822,836,3,0.32
64b,836,845,3,0.77
64b,845,843,5,0.51
64b,843,858,5,1.17
64b,858,842,5,0.92
64b,842,841,5,0.32
65a,606,605,3,0.14
65a,605,604,3,0.24
65a,604,679,5,0.57
65a,679,680,5,0.75
65a,680,681,5,0.4
65a,681,702,5,0.37
65a,702,701,5,0.44
65a,701,700,5,0.16
65a,700,699,5,0.96
65a,699,730,3,0.44
65a,730,735,3,0.39
65a,735,734,3,0.5
65a,734,733,3,0.29
65a,733,912,3,0.5
65a,912,958,3,0.17
65a,958,959,3,0.16
65a,959,960,3,0.16
65a,960,988,3,0.16
65a,988,998,3,0.09
65a,998,997,3,0.15
65a,997,1047,3,0.09
65b,1047,1046,3,0.09
65b,1046,1045,3,0.07
65b,1045,998,3,0.1
65b,998,988,3,0.09
65b,988,960,3,0.16
65b,960,959,3,0.16
65b,959,958,3,0.16
65b,958,912,3,0.17
65b,912,733,3,0.5
65b,733,734,3,0.29
65b,734,735,3,0.5
65b,735,730,3,0.39
65b,730,699,3,0.44
65b,699,700,5,0.96
65b,700,701,5,0.16
65b,701,702,5,0.44
65b,702,681,5,0.37
65b,681,680,5,0.4
65b,680,679,5,0.75
65b,679,604,5,0.57
65b,604,605,3,0.24
65b,605,606,3,0.14
66a,595,593,5,1.16
66a,593,592,5,0.16
66a,592,591,5,0.6
66a,591,889,5,0.37
66a,889,893,3,0.31
66a,893,923,3,0.16
66a,923,925,3,0.17
66a,925,941,3,0.1
66a,941,940,3,0.19
66a,940,939,3,0.17
66a,939,938,3,0.17
66a,938,937,3,0.12
66a,937,948,3,0.1
66a,948,966,3,0.1
66a,966,981,3,0.11
66a,981,1005,3,0.1
66a,1005,1021,3,0.1
66a,1021,1025,3,0.1
66a,1025,1042,3,0.12
66a,1042,1060,3,0.24
66a,1060,1061,3,0.09
66a,1061,1062,3,0.04
66a,1062,1063,3,0.3
66a,1063,1064,3,0.29
66a,1064,299,3,0.29
66a,299,298,3,0.33
66a,298,297,3,0.59
66a,297,314,3,0.5
66a,314,313,3,0.36
66a,313,312,3,0.45
66a,312,311,3,0.1
66a,311,326,3,0.5
66b,326,308,5,0.9
66b,308,303,3,0.47
66b,303,302,3,0.1
66b,302,301,3,0.52
66b,301,299,3,0.49
66b,299,1064,3,0.29
66b,1064,1063,3,0.29
66b,1063,1061,3,0.31
66b,1061,1060,3,0.09
66b,1060,1042,3,0.24
66b,1042,1025,3,0.12
66b,1025,1023,3,0.08
66b,1023,1022,3,0.07
66b,1022,1004,3,0.11
66b,1004,1003,3,0.05
66b,1003,982,3,0.04
66b,982,965,3,0.1
66b,965,949,3,0.1
66b,949,936,3,0.1
66b,936,932,3,0.1
66b,932,931,3,0.26
66b,931,930,3,0.1
66b,930,928,3,0.17
66b,928,927,3,0.17
66b,927,925,3,0.19
66b,925,923,3,0.17
66b,923,893,3,0.16
66b,893,889,3,0.31
66b,889,591,5,0.37
66b,591,592,5,0.6
66b,592,593,5,0.16
66b,593,595,5,1.16
67a,595,593,5,1.16
67a,593,592,5,0.16
67a,592,591,5,0.6
67a,591,889,5,0.37
67a,889,893,3,0.31
67a,893,923,3,0.16
67a,923,925,3,0.17
67a,925,941,3,0.1
67a,941,940,3,0.19
67a,940,939,3,0.17
67a,939,938,3,0.17
67a,938,937,3,0.12
67a,937,948,3,0.1
67a,948,966,3,0.1
67a,966,981,3,0.11
67a,981,1005,3,0.1
67a,1005,1021,3,0.1
67a,1021,1025,3,0.1
67a,1025,1042,3,0.12
67a,1042,1060,3,0.24
67a,1060,1061,3,0.09
67a,1061,1062,3,0.04
67a,1062,1063,3,0.3
67a,1063,1064,3,0.29
67a,1064,299,3,0.29
67a,299,301,3,0.49
67a,301,302,3,0.52
67a,302,303,3,0.1
67a,303,308,3,0.47
67a,308,326,5,0.9
67b,326,311,3,0.5
67b,311,312,3,0.1
67b,312,313,3,0.45
67b,313,314,3,0.36
67b,314,297,3,0.5
67b,297,298,3,0.59
67b,298,299,3,0.33
67b,299,1064,3,0.29
67b,1064,1063,3,0.29
67b,1063,1061,3,0.31
67b,1061,1060,3,0.09
67b,1060,1042,3,0.24
67b,1042,1025,3,0.12
67b,1025,1023,3,0.08
67b,1023,1022,3,0.07
67b,1022,1004,3,0.11
67b,1004,1003,3,0.05
67b,1003,982,3,0.04
67b,982,965,3,0.1
67b,965,949,3,0.1
67b,949,936,3,0.1
67b,936,932,3,0.1
67b,932,931,3,0.26
67b,931,930,3,0.1
67b,930,928,3,0.17
